"","Player","Span","Mat","Start","Sub","Pts","Tries","Conv","Pens","Drop","GfM","Won","Lost","Draw","%"
"930","NS Tialata (NZ)","2005-2010",43,24,19,"10",2,0,0,0,0,38,5,0,88.37
"931","JA Tromp (Namib)","2012-2019",43,34,9,"95",19,0,0,0,0,24,19,0,55.81
"932","V Tsnobiladze (Russ)","2010-2018",43,34,9,"25",5,0,0,0,0,18,25,0,41.86
"933","M Vannier (Fra)","1953-1961",43,43,0,"180",1,45,21,8,0,28,12,3,68.6
"934","A Widiker (Germ)","2006-2016",43,42,1,"15",3,0,0,0,0,18,24,1,43.02
"935","JI Zapatero Ferreras (Spain)","1993-2003",43,38,5,"15",3,0,0,0,0,14,29,0,32.55
"936","J Azkargorta Aretxabala (Spain)","1982-1994",42,42,0,"22",5,0,0,0,0,6,35,1,15.47
"937","DIE Bebb (Lions/Wales)","1959-1967",42,42,0,"36",12,0,0,0,0,15,23,4,40.47
"938","C Canna (Italy)","2015-2020",42,20,22,"147",4,20,26,3,0,10,32,0,23.8
"939","BJ Cannon (Aust)","2001-2006",42,25,17,"10",2,0,0,0,0,25,16,1,60.71
"940","E Champ (Fra)","1985-1991",42,42,0,"12",3,0,0,0,0,30,11,1,72.61
"941","D Dallan (Italy)","1999-2007",42,41,1,"35",7,0,0,0,0,11,31,0,26.19
"942","K Dalzell (USA)","1996-2003",42,37,5,"109",8,9,17,0,0,15,27,0,35.71
"943","DK Denton (Scot)","2011-2018",42,28,14,"0",0,0,0,0,0,15,27,0,35.71
"944","RAR Doviverata (Fiji/PI)","1999-2007",42,33,9,"25",5,0,0,0,0,22,20,0,52.38
"945","IR Dumitru (Rom)","2013-2020",42,36,6,"66",13,0,0,0,0,29,13,0,69.04
"946","R Favaro (Italy)","1988-1996",42,41,1,"5",1,0,0,0,0,18,24,0,42.85
"947","L Francescato (Italy)","1972-1982",42,42,0,"24",6,0,0,0,0,15,25,2,38.09
"948","JP Garuet-Lempirou (Fra)","1983-1990",42,41,1,"0",0,0,0,0,0,24,14,4,61.9
"949","GS Gilchrist (Scot)","2013-2020",42,31,11,"5",1,0,0,0,0,24,17,1,58.33
"950","TMMV Girao (Port)","2006-2014",42,26,16,"14",1,3,1,0,0,12,29,1,29.76
"951","PR Griffen (Italy)","2004-2009",42,33,9,"13",1,1,1,1,0,13,28,1,32.14
"952","DWH Hall (Scot)","2003-2013",42,13,29,"5",1,0,0,0,0,18,24,0,42.85
"953","DIW Hilton (Scot)","1995-2002",42,29,13,"5",1,0,0,0,0,19,22,1,46.42
"954","H Hirashima (JPN)","2008-2015",42,27,15,"0",0,0,0,0,0,29,12,1,70.23
"955","M Innocenti (Italy)","1981-1988",42,41,1,"8",2,0,0,0,0,19,21,2,47.61
"956","AD James (SA)","2001-2011",42,35,7,"154",3,26,28,1,0,23,18,1,55.95
"957","PG Johnson (Aust)","1959-1971",42,42,0,"3",1,0,0,0,0,13,27,2,33.33
"958","DAR Jones (Wales)","2002-2009",42,33,9,"10",2,0,0,0,0,19,23,0,45.23
"959","DA Leo (PI/Samoa)","2005-2014",42,36,6,"5",1,0,0,0,0,22,19,1,53.57
"960","GA Llanes (Arg)","1990-2000",42,41,1,"5",1,0,0,0,0,13,28,1,32.14
"961","VD Maftei (Rom)","1995-2006",42,40,2,"44",7,3,0,1,0,21,21,0,50
"962","KJ Meeuws (NZ)","1998-2004",42,30,12,"50",10,0,0,0,0,31,10,1,75
"963","BV Meredith (Lions/Wales)","1954-1962",42,42,0,"12",4,0,0,0,0,22,16,4,57.14
"964","TN Nyakane (SA)","2013-2019",42,4,38,"5",1,0,0,0,0,23,16,3,58.33
"965","P Ondarts (Fra)","1986-1991",42,41,1,"4",1,0,0,0,0,29,12,1,70.23
"966","C Orlandi (Italy)","1992-2000",42,40,2,"20",4,0,0,0,0,18,23,1,44.04
"967","MJ Owen (Lions/Wales)","2002-2007",42,33,9,"10",2,0,0,0,0,19,21,2,47.61
"968","TP Palmer (Eng)","2001-2012",42,28,14,"0",0,0,0,0,0,23,18,1,55.95
"969","JB Poux (Fra)","2001-2012",42,23,19,"15",3,0,0,0,0,25,16,1,60.71
"970","I Rawaqa (Fiji/PI)","2002-2011",42,35,7,"15",3,0,0,0,0,18,23,1,44.04
"971","JLL Rodrigues (Port)","1982-1996",42,41,1,"0",0,0,0,0,0,17,23,2,42.85
"972","MM Schwalger (PI/Samoa)","2000-2011",42,35,7,"20",4,0,0,0,0,18,24,0,42.85
"973","AJ Sheridan (Eng/Lions)","2004-2011",42,39,3,"0",0,0,0,0,0,25,17,0,59.52
"974","RA Sidoli (Wales)","2002-2007",42,34,8,"10",2,0,0,0,0,17,24,1,41.66
"975","RB Skinstad (SA)","1997-2007",42,27,15,"55",11,0,0,0,0,29,12,1,70.23
"976","CJ Stander (Ire/Lions)","2016-2020",42,38,4,"50",10,0,0,0,0,27,13,2,66.66
"977","GV Stephenson (Ire)","1920-1930",42,42,0,"89",14,13,7,0,0,20,20,2,50
"978","H Tanuma (JPN)","1996-2003",42,31,11,"10",2,0,0,0,0,16,26,0,38.09
"979","GH Teichmann (SA)","1995-1999",42,42,0,"30",6,0,0,0,0,29,13,0,69.04
"980","O Treviranus (Samoa)","2009-2018",42,32,10,"15",3,0,0,0,0,17,24,1,41.66
"981","B Udessiani (Georg)","2001-2011",42,36,6,"40",8,0,0,0,0,29,11,2,71.42
"982","JM Villau Cabeza (Spain)","1993-2002",42,41,1,"10",2,0,0,0,0,21,21,0,50
"983","DB White (Lions/Scot)","1982-1992",42,42,0,"44",11,0,0,0,0,22,18,2,54.76
"984","P Acerenza (Urug)","1981-1998",41,41,0,"4",1,0,0,0,0,25,16,0,60.97
"985","D Auradou (Fra)","1999-2004",41,20,21,"0",0,0,0,0,0,24,17,0,58.53
"986","RJ Barbieri (Italy)","2006-2017",41,31,10,"15",3,0,0,0,0,10,31,0,24.39
"987","WB Beaumont (Eng/Lions)","1975-1982",41,40,1,"0",0,0,0,0,0,16,22,3,42.68
"988","P Bernat-Salles (Fra)","1992-2001",41,38,3,"130",26,0,0,0,0,25,15,1,62.19
"989","GF Camardon (Arg)","1990-2002",41,38,3,"49",10,0,0,0,0,21,20,0,51.21
"990","R Capo Ortega (Urug)","2000-2018",41,37,4,"50",10,0,0,0,0,14,27,0,34.14
"991","DM Cash (Arg/SthAm)","1984-1992",41,41,0,"12",3,0,0,0,0,14,25,2,36.58
"992","S Ciorascu (Rom)","1988-1999",41,41,0,"8",2,0,0,0,0,17,24,0,41.46
"993","A Colella (Italy)","1983-1990",41,41,0,"8",2,0,0,0,0,19,21,1,47.56
"994","KD Crossan (Ire)","1982-1992",41,41,0,"48",12,0,0,0,0,17,23,1,42.68
"995","AJ Daly (Aust)","1989-1995",41,41,0,"17",4,0,0,0,0,31,10,0,75.6
"996","K Endo (JPN)","2004-2011",41,40,1,"90",18,0,0,0,0,19,20,2,48.78
"997","A Fedrigo (Italy)","1972-1979",41,41,0,"8",2,0,0,0,0,17,21,3,45.12
"998","JP Flannery (Ire)","2005-2011",41,25,16,"15",3,0,0,0,0,23,17,1,57.31
"999","MJ Galwey (Ire)","1991-2002",41,36,5,"15",3,0,0,0,0,18,20,3,47.56
"1000","I Giorgadze (Georg)","2001-2011",41,36,5,"16",2,0,0,2,0,23,16,2,58.53
"1001","S Gonzalez Iglesias (Arg)","2011-2018",41,14,27,"105",5,28,8,0,0,13,28,0,31.7
"1002","AM Haden (NZ)","1977-1985",41,41,0,"8",2,0,0,0,0,31,9,1,76.82
"1003","NJ Henderson (Ire/Lions)","1949-1959",41,41,0,"54",3,0,14,1,0,18,19,4,48.78
"1004","RM Hibbard (Lions/Wales)","2006-2015",41,22,19,"10",2,0,0,0,0,21,20,0,51.21
"1005","OM Itoje (Eng/Lions)","2016-2020",41,38,3,"10",2,0,0,0,0,29,11,1,71.95
"1006","J Jeffrey (Lions/Scot)","1984-1991",41,41,0,"44",11,0,0,0,0,22,17,2,56.09
"1007","TA Lawton (Aust)","1983-1989",41,40,1,"16",4,0,0,0,0,24,14,3,62.19
"1008","S Lee (Wales)","2013-2019",41,27,14,"5",1,0,0,0,0,20,20,1,50
"1009","B le Roux (Fra)","2013-2020",41,26,15,"0",0,0,0,0,0,20,21,0,48.78
"1010","EW Lewis (Wales)","1991-1996",41,41,0,"15",3,0,0,0,0,19,21,1,47.56
"1011","GPDRV Malheiro (Port)","1998-2007",41,31,10,"279",8,25,54,9,0,21,17,3,54.87
"1012","AR Miller (Aust)","1952-1967",41,41,0,"6",2,0,0,0,0,9,30,2,24.39
"1013","P Mitu (Rom)","1996-2009",41,36,5,"339",14,55,53,0,0,26,15,0,63.41
"1014","V Motorin (Russ)","1999-2009",41,28,13,"112",2,24,18,0,0,27,14,0,65.85
"1015","WA Mulcahy (Ire/Lions)","1958-1965",41,41,0,"0",0,0,0,0,0,12,25,4,34.14
"1016","W Murata (JPN)","1991-2005",41,33,8,"84",5,13,11,0,0,15,26,0,36.58
"1017","D Neaga (Rom)","1988-1996",41,40,1,"19",4,0,0,0,0,22,19,0,53.65
"1018","V Ofahengaue (Aust)","1990-1998",41,29,12,"51",11,0,0,0,0,30,10,1,74.39
"1019","M Panizza (Urug)","1990-1999",41,33,8,"0",0,0,0,0,0,23,18,0,56.09
"1020","IAM Paxton (Lions/Scot)","1981-1988",41,39,2,"20",5,0,0,0,0,17,21,3,45.12
"1021","BM Pinto (Port)","1979-1989",41,41,0,"0",0,0,0,0,0,18,21,2,46.34
"1022","G Reid (Scot)","2014-2019",41,17,24,"5",1,0,0,0,0,21,19,1,52.43
"1023","A Roman (Urug)","2011-2016",41,30,11,"30",6,0,0,0,0,15,26,0,36.58
"1024","JL Sinclair (Can)","2008-2015",41,33,8,"10",2,0,0,0,0,19,21,1,47.56
"1025","VL Tuigamala (NZ/Samoa)","1991-2001",41,39,2,"36",8,0,0,0,0,27,14,0,65.85
"1026","R Urushadze (Georg)","1997-2009",41,31,10,"25",5,0,0,0,0,24,15,2,60.97
"1027","C von Grumbkow (Germ)","2006-2018",41,38,3,"20",4,0,0,0,0,16,24,1,40.24
"1028","EB Vunipola (Tonga)","1990-2005",41,40,1,"50",8,2,2,0,0,15,26,0,36.58
"1029","D Williams (Lions/Wales)","1963-1971",41,41,0,"3",1,0,0,0,0,21,15,5,57.31
"1030","M Aguero (Italy)","2005-2015",40,18,22,"5",1,0,0,0,0,10,30,0,25
"1031","S Armstrong (Germ)","2011-2018",40,37,3,"40",8,0,0,0,0,20,19,1,51.25
"1032","MT Bradley (Ire)","1984-1995",40,40,0,"21",5,0,0,0,0,15,23,2,40
"1033","EN Branca (Arg/SthAm)","1976-1990",40,40,0,"20",5,0,0,0,0,19,17,4,52.5
"1034","C Cojocariu (Rom)","1990-1996",40,38,2,"8",2,0,0,0,0,14,26,0,35
"1035","GDS Cross (Scot)","2009-2015",40,18,22,"10",2,0,0,0,0,13,26,1,33.75
"1036","SAG Cutler (Aust)","1982-1991",40,39,1,"16",4,0,0,0,0,24,14,2,62.5
"1037","C Darrouy (Fra)","1957-1967",40,40,0,"69",23,0,0,0,0,22,12,6,62.5
"1038","JV Dupuy (Fra)","1956-1964",40,40,0,"57",19,0,0,0,0,22,12,6,62.5
"1039","MC Evans (Can)","2008-2018",40,34,6,"60",12,0,0,0,0,16,23,1,41.25
"1040","LM Fa'atau (PI/Samoa)","2000-2007",40,36,4,"75",15,0,0,0,0,19,21,0,47.5
"1041","F Haget (Fra)","1974-1987",40,40,0,"4",1,0,0,0,0,24,13,3,63.75
"1042","S Hasegawa (JPN)","1997-2003",40,34,6,"5",1,0,0,0,0,14,26,0,35
"1043","R Herrera (Arg)","2014-2019",40,29,11,"0",0,0,0,0,0,11,29,0,27.5
"1044","K Hirose (JPN)","1994-2005",40,34,6,"422",5,77,79,2,0,18,22,0,45
"1045","RP Hola (PI/Tonga)","1998-2009",40,39,1,"317",10,69,40,3,0,13,27,0,32.5
"1046","TAW Kotze (Namib)","2011-2017",40,35,5,"430",6,110,55,5,0,21,19,0,52.5
"1047","RJ McCall (Aust)","1989-1995",40,40,0,"5",1,0,0,0,0,29,11,0,72.5
"1048","IR McGeechan (Lions/Scot)","1972-1979",40,39,1,"24",0,0,0,8,0,15,22,3,41.25
"1049","HP MacNeill (Ire/Lions)","1981-1988",40,38,2,"46",10,0,1,1,0,15,24,1,38.75
"1050","A Manta (Rom)","1996-2012",40,34,6,"60",12,0,0,0,0,21,17,2,55
"1051","NL Matawalu (Fiji)","2010-2019",40,23,17,"50",10,0,0,0,0,23,17,0,57.5
"1052","D Megre (Port)","1974-1989",40,40,0,"0",0,0,0,0,0,16,22,2,42.5
"1053","GH Metcalfe (Scot)","1998-2003",40,39,1,"20",4,0,0,0,0,17,23,0,42.5
"1054","KS Milne (Lions/Scot)","1989-1995",40,39,1,"12",3,0,0,0,0,20,18,2,52.5
"1055","I Natriashvili (Georg)","2006-2015",40,24,16,"20",4,0,0,0,0,26,12,2,67.5
"1056","RE Pez (Italy)","2000-2007",40,33,7,"260",4,33,52,6,0,12,27,1,31.25
"1057","DMD Rollo (Scot)","1959-1968",40,40,0,"0",0,0,0,0,0,15,20,5,43.75
"1058","F Sciarra (Urug)","1990-1999",40,38,2,"272",14,36,44,1,0,23,17,0,57.5
"1059","S Sel'skiy (Russ)","2012-2020",40,32,8,"30",6,0,0,0,0,18,22,0,45
"1060","S So'oialo (PI/Samoa)","1998-2007",40,31,9,"25",5,0,0,0,0,18,22,0,45
"1061","B Soto Madrigal (Chile)","2012-2019",40,33,7,"35",7,0,0,0,0,12,27,1,31.25
"1062","R Yamamura (JPN)","2001-2007",40,29,11,"5",1,0,0,0,0,14,24,2,37.5
"1063","Z Zhvania (Georg)","2013-2019",40,11,29,"55",11,0,0,0,0,30,8,2,77.5
"1064","JM Aguirre (Fra)","1971-1980",39,38,1,"123",2,14,28,1,0,25,11,3,67.94
"1065","J Anaya Lazaro (Spain)","2012-2018",39,17,22,"15",3,0,0,0,0,17,20,2,46.15
"1066","TMVM Appleton (Port)","2014-2020",39,39,0,"35",7,0,0,0,0,22,17,0,56.41
"1067","B Auzqui Etchepare (Spain)","2010-2019",39,33,6,"45",9,0,0,0,0,24,14,1,62.82
"1068","GTM Bachop (JPN/NZ)","1989-1999",39,39,0,"18",4,0,0,0,0,28,10,1,73.07
"1069","DH Barrera Howarth (Spain)","2010-2020",39,33,6,"10",2,0,0,0,0,20,19,0,51.28
"1070","DW Barry (SA)","2000-2006",39,34,5,"15",3,0,0,0,0,18,20,1,47.43
"1071","MT Bosch (Arg)","2007-2015",39,35,4,"60",5,4,8,1,0,9,29,1,24.35
"1072","VCP Costello (Ire)","1996-2004",39,29,10,"20",4,0,0,0,0,20,19,0,51.28
"1073","JJ Crenca (Fra)","1996-2004",39,28,11,"20",4,0,0,0,0,27,11,1,70.51
"1074","G Daraban (Rom)","1969-1983",39,37,2,"4",1,0,0,0,0,29,8,2,76.92
"1075","GV Davis (Aust)","1963-1972",39,39,0,"6",2,0,0,0,0,10,28,1,26.92
"1076","N Dragos Dima (Rom)","1999-2011",39,23,16,"10",2,0,0,0,0,24,14,1,62.82
"1077","DJ Duckham (Eng/Lions)","1969-1976",39,39,0,"36",10,0,0,0,0,12,24,3,34.61
"1078","MR Evans (Wales)","2015-2020",39,26,13,"5",1,0,0,0,0,22,16,1,57.69
"1079","SM Fardy (Aust)","2013-2016",39,34,5,"0",0,0,0,0,0,21,17,1,55.12
"1080","F Gaetaniello (Italy)","1975-1983",39,37,2,"23",5,0,1,0,0,19,16,4,53.84
"1081","R Gigauri (Georg)","2006-2015",39,31,8,"10",2,0,0,0,0,22,16,1,57.69
"1082","R Hodge (Aust)","2016-2019",39,30,9,"105",12,9,9,0,0,18,19,2,48.71
"1083","Y Imamura (JPN)","2006-2013",39,28,11,"80",16,0,0,0,0,20,18,1,52.56
"1084","NS Kenatale Ranuku (Fiji)","2008-2016",39,25,14,"35",7,0,0,0,0,19,18,2,51.28
"1085","D Kilcoyne (Ire)","2012-2020",39,8,31,"5",1,0,0,0,0,28,11,0,71.79
"1086","IA Kirkpatrick (NZ)","1967-1977",39,38,1,"57",16,0,0,0,0,25,11,3,67.94
"1087","DB Kivalu (Tonga)","1998-2005",39,35,4,"45",9,0,0,0,0,14,24,1,37.17
"1088","CPJ Krige (SA)","1999-2003",39,32,7,"10",2,0,0,0,0,18,21,0,46.15
"1089","KM Matsushima (JPN)","2014-2019",39,35,4,"110",22,0,0,0,0,23,15,1,60.25
"1090","N Mazzucato (Italy)","1995-2004",39,33,6,"25",5,0,0,0,0,12,27,0,30.76
"1091","JR Menchaca (Urug)","1998-2007",39,35,4,"254",6,28,51,5,0,14,25,0,35.89
"1092","C Mersoiu (Rom)","2000-2009",39,31,8,"30",6,0,0,0,0,24,15,0,61.53
"1093","F Minto (Italy)","2012-2017",39,30,9,"0",0,0,0,0,0,7,32,0,17.94
"1094","FJ Mostert (SA)","2016-2019",39,23,16,"5",1,0,0,0,0,23,14,2,61.53
"1095","AJFK O'Reilly (Ire/Lions)","1955-1970",39,39,0,"30",10,0,0,0,0,15,23,1,39.74
"1096","F Ouedraogo (Fra)","2007-2015",39,34,5,"10",2,0,0,0,0,21,18,0,53.84
"1097","G Palazzani (Italy)","2014-2020",39,8,31,"15",3,0,0,0,0,7,32,0,17.94
"1098","MB Perry (Eng/Lions)","1997-2001",39,37,2,"50",10,0,0,0,0,22,15,2,58.97
"1099","WT Proctor (Wales)","1992-2001",39,37,2,"55",11,0,0,0,0,20,19,0,51.28
"1100","RSR Rabeni (Fiji/PI)","2000-2011",39,29,10,"29",5,2,0,0,0,18,21,0,46.15
"1101","NF Racean (Rom)","1988-1995",39,37,2,"32",5,1,3,0,0,17,22,0,43.58
"1102","A Radulescu (Rom)","1980-1990",39,35,4,"16",4,0,0,0,0,26,13,0,66.66
"1103","J Recuerda Nunez (Spain)","2008-2016",39,34,5,"15",3,0,0,0,0,16,21,2,43.58
"1104","MA Scharrenberg (USA)","1993-1999",39,33,6,"40",8,0,0,0,0,15,24,0,38.46
"1105","MCM Scott (Scot)","2012-2017",39,30,9,"25",5,0,0,0,0,18,21,0,46.15
"1106","AG Slack (Aust)","1978-1987",39,39,0,"40",10,0,0,0,0,24,15,0,61.53
"1107","AJ Steyn (Italy)","2016-2020",39,30,9,"15",3,0,0,0,0,7,32,0,17.94
"1108","AN Suniula (USA)","2008-2016",39,35,4,"35",7,0,0,0,0,13,25,1,34.61
"1109","I Teodorescu (Rom)","2001-2007",39,34,5,"65",13,0,0,0,0,21,18,0,53.84
"1110","A Zakarlyuk (Russ)","1993-2002",39,38,1,"62",10,0,4,0,0,26,13,0,66.66
"1111","S Aguirre (Urug)","1997-2007",38,25,13,"47",3,7,5,1,0,16,22,0,42.1
"1112","IR Balshaw (Eng/Lions)","2000-2008",38,26,12,"65",13,0,0,0,0,25,13,0,65.78
"1113","D Basilaia (Georg)","2008-2015",38,28,10,"25",5,0,0,0,0,27,10,1,72.36
"1114","JW Beattie (Scot)","2006-2015",38,33,5,"15",3,0,0,0,0,15,22,1,40.78
"1115","GL Brown (Lions/Scot)","1969-1977",38,36,2,"8",2,0,0,0,0,19,18,1,51.31
"1116","PL Canavosio (Italy)","2005-2011",38,15,23,"30",6,0,0,0,0,10,27,1,27.63
"1117","G Caragea (Rom)","1980-1989",38,37,1,"4",1,0,0,0,0,23,14,1,61.84
"1118","A Cardoso (Urug)","1995-2003",38,35,3,"67",13,1,0,0,0,18,20,0,47.36
"1119","A Coleman (Aust)","2016-2019",38,32,6,"20",4,0,0,0,0,19,17,2,52.63
"1120","M Contepomi (Arg)","1998-2007",38,35,3,"45",9,0,0,0,0,23,15,0,60.52
"1121","P Costabile (Urug)","1989-2003",38,35,3,"42",9,0,0,0,0,22,16,0,57.89
"1122","FE Cotton (Eng/Lions)","1971-1981",38,38,0,"4",1,0,0,0,0,17,20,1,46.05
"1123","DJ Crowley (Aust)","1989-1999",38,26,12,"5",1,0,0,0,0,28,10,0,73.68
"1124","DWMM Davies (Wales)","2002-2007",38,21,17,"10",2,0,0,0,0,17,20,1,46.05
"1125","PR de Glanville (Eng)","1992-1999",38,26,12,"40",8,0,0,0,0,24,12,2,65.78
"1126","G Dufau (Fra)","1948-1957",38,38,0,"6",2,0,0,0,0,21,17,0,55.26
"1127","P Dunkley (Can)","1998-2005",38,31,7,"15",3,0,0,0,0,14,23,1,38.15
"1128","FCH du Preez (SA)","1961-1971",38,38,0,"11",1,1,2,0,0,24,8,6,71.05
"1129","MR Duque (Braz)","2013-2019",38,36,2,"194",11,29,25,2,0,13,24,1,35.52
"1130","JH Ellis (SA)","1965-1976",38,38,0,"21",7,0,0,0,0,22,10,6,65.78
"1131","EJ Flatley (Aust)","1997-2005",38,20,18,"182",4,30,34,0,0,25,12,1,67.1
"1132","I Francescato (Italy)","1990-1997",38,38,0,"77",16,0,0,0,0,16,21,1,43.42
"1133","R Francescato (Italy)","1976-1986",38,38,0,"12",3,0,0,0,0,19,18,1,51.31
"1134","SN Freitas Alleges (Urug)","2014-2019",38,35,3,"41",8,0,0,0,0,23,15,0,60.52
"1135","K Fukuoka (JPN)","2013-2019",38,31,7,"125",25,0,0,0,0,21,16,1,56.57
"1136","AC Garvey (SA/Zimb)","1990-1999",38,36,2,"28",6,0,0,0,0,28,10,0,73.68
"1137","T Hayashi (JPN)","1980-1992",38,38,0,"12",3,0,0,0,0,10,27,1,27.63
"1138","CC Hodgson (Eng)","2001-2012",38,28,10,"269",8,44,44,3,0,22,16,0,57.89
"1139","A Iachetti (Arg/SthAm)","1975-1990",38,38,0,"12",3,0,0,0,0,18,17,3,51.31
"1140","JH Ilnicki (Can)","2013-2019",38,26,12,"0",0,0,0,0,0,9,28,1,25
"1141","G Ion (Rom)","1984-1994",38,35,3,"12",3,0,0,0,0,18,20,0,47.36
"1142","AR Kleeberger (Can)","2005-2014",38,31,7,"20",4,0,0,0,0,17,19,2,47.36
"1143","A Kovalenco (Spain)","1995-2007",38,26,12,"198",2,13,53,1,0,13,24,1,35.52
"1144","JT Lam (Samoa)","2013-2019",38,35,3,"40",8,0,0,0,0,10,26,2,28.94
"1145","JI Larenas Hitschfeld (Chile)","2012-2019",38,35,3,"50",10,0,0,0,0,9,28,1,25
"1146","TM Lezana (Arg)","2014-2019",38,17,21,"15",3,0,0,0,0,11,27,0,28.94
"1147","C Lippert (USA)","1989-1998",38,38,0,"0",0,0,0,0,0,12,26,0,31.57
"1148","DD Luger (Eng)","1998-2003",38,32,6,"120",24,0,0,0,0,31,7,0,81.57
"1149","M Machenaud (Fra)","2012-2019",38,24,14,"149",1,15,38,0,0,16,22,0,42.1
"1150","AJ McIntyre (Aust)","1982-1989",38,38,0,"12",3,0,0,0,0,22,14,2,60.52
"1151","JF Malherbe (SA)","2013-2019",38,30,8,"5",1,0,0,0,0,27,10,1,72.36
"1152","L Martin (Italy)","1997-2002",38,32,6,"45",9,0,0,0,0,9,29,0,23.68
"1153","PM Matthews (Ire)","1984-1992",38,38,0,"16",4,0,0,0,0,12,24,2,34.21
"1154","KS Morath (Tonga)","2009-2019",38,32,6,"340",2,48,78,0,0,18,20,0,47.36
"1155","WP Nel (Scot)","2015-2020",38,27,11,"15",3,0,0,0,0,23,14,1,61.84
"1156","RT Nicholas (JPN)","2008-2012",38,37,1,"193",9,53,14,0,0,22,15,1,59.21
"1157","JD Noon (Eng)","2001-2009",38,35,3,"35",7,0,0,0,0,16,22,0,42.1
"1158","W Olivier (SA)","2006-2014",38,22,16,"5",1,0,0,0,0,19,18,1,51.31
"1159","AA Ostrikov (Russ)","2008-2020",38,36,2,"25",5,0,0,0,0,16,21,1,43.42
"1160","K Otto (SA)","1995-2000",38,35,3,"5",1,0,0,0,0,28,10,0,73.68
"1161","I Prishchepenko (Russ)","2003-2011",38,28,10,"20",4,0,0,0,0,18,19,1,48.68
"1162","G Quesada (Arg)","1996-2003",38,30,8,"486",4,68,103,7,0,19,19,0,50
"1163","RMM Ravulo (Fiji)","2010-2016",38,20,18,"10",2,0,0,0,0,18,18,2,50
"1164","YVM Rosetti (Braz)","2015-2019",38,28,10,"10",2,0,0,0,0,13,24,1,35.52
"1165","I Savai (Fiji)","1984-1995",38,37,1,"12",3,0,0,0,0,12,26,0,31.57
"1166","WT Serevi (Fiji)","1989-2003",38,23,15,"221",11,40,27,3,0,15,23,0,39.47
"1167","G Shkinin (Georg)","2004-2014",38,29,9,"30",6,0,0,0,0,24,12,2,65.78
"1168","KNJS Sinckler (Eng/Lions)","2016-2020",38,22,16,"5",1,0,0,0,0,25,11,2,68.42
"1169","AH Snyman (SA)","1996-2006",38,36,2,"50",10,0,0,0,0,26,12,0,68.42
"1170","TJM Swinson (Scot)","2013-2018",38,13,25,"5",1,0,0,0,0,18,20,0,47.36
"1171","MJM Tait (Eng)","2005-2010",38,19,19,"25",5,0,0,0,0,18,19,1,48.68
"1172","S Takulua (Tonga)","2014-2019",38,36,2,"216",9,36,33,0,0,16,21,1,43.42
"1173","AA Tiedemann (Can)","2009-2015",38,16,22,"5",1,0,0,0,0,16,22,0,42.1
"1174","THNT T-Pole (PI/Tonga)","2006-2015",38,26,12,"10",2,0,0,0,0,17,21,0,44.73
"1175","KR Tremain (NZ)","1959-1968",38,38,0,"27",9,0,0,0,0,30,5,3,82.89
"1176","AT Tuilagi (PI/Samoa)","2002-2015",38,35,3,"90",18,0,0,0,0,17,20,1,46.05
"1177","RI Wainwright (Lions/Scot)","1992-1998",38,37,1,"14",3,0,0,0,0,14,23,1,38.15
"1178","BG Williams (NZ)","1970-1978",38,37,1,"68",9,2,9,1,0,23,12,3,64.47
"1179","CP Wyatt (Wales)","1998-2003",38,25,13,"10",2,0,0,0,0,18,20,0,47.36
"1180","AA Aiolupo (Samoa)","1983-1994",37,37,0,"89",3,21,11,0,0,21,15,1,58.1
"1181","AE Ala'alatoa (Aust)","2016-2019",37,17,20,"0",0,0,0,0,0,17,18,2,48.64
"1182","TJ Ardron (Can)","2012-2019",37,35,2,"25",5,0,0,0,0,10,26,1,28.37
"1183","JM Bannerman (Scot)","1921-1929",37,37,0,"6",2,0,0,0,0,22,13,2,62.16
"1184","O Barkalaia (Georg)","2002-2009",37,28,9,"49",0,8,10,1,0,23,13,1,63.51
"1185","P Bennett (Lions/Wales)","1969-1978",37,34,3,"210",5,20,46,4,0,23,9,5,68.91
"1186","P Bouza (Arg)","1996-2007",37,26,11,"50",10,0,0,0,0,27,10,0,72.97
"1187","TE Brinza (Rom)","1990-2002",37,32,5,"10",2,0,0,0,0,14,23,0,37.83
"1188","L Burgess (Aust)","2008-2011",37,23,14,"5",1,0,0,0,0,25,12,0,67.56
"1189","PPDC Cabral (Port)","2006-2011",37,23,14,"184",2,24,37,5,0,11,25,1,31.08
"1190","F Calder (Lions/Scot)","1986-1991",37,37,0,"8",2,0,0,0,0,21,14,2,59.45
"1191","A Clement (Wales)","1987-1995",37,29,8,"16",3,0,0,1,0,16,21,0,43.24
"1192","I Corleto (Arg)","1998-2007",37,34,3,"73",14,0,0,1,0,19,18,0,51.35
"1193","N Dala (Can)","2007-2015",37,17,20,"20",4,0,0,0,0,17,20,0,45.94
"1194","V Debaty (Fra)","2006-2015",37,5,32,"5",1,0,0,0,0,16,19,2,45.94
"1195","MA Espiga Telleria (Urug)","2005-2017",37,24,13,"25",5,0,0,0,0,20,17,0,54.05
"1196","RJ Furno (Italy)","2011-2017",37,27,10,"10",2,0,0,0,0,10,27,0,27.02
"1197","SP Geoghegan (Ire)","1991-1996",37,37,0,"51",11,0,0,0,0,12,23,2,35.13
"1198","SJ Gibernau Arredondo (Urug)","2009-2016",37,34,3,"50",10,0,0,0,0,12,25,0,32.43
